,OverTime,TrainingTimesLastYear,StockOptionLevel,RelationshipSatisfaction,JobSatisfaction,JobInvolvement,EnvironmentSatisfaction,BusinessTravel,Education,Gender,MaritalStatus,JobLevel,Attrition,PerformanceRating,WorkLifeBalance,Sales_Department,Research & Development_Department,Human Resources_Department,Life Sciences_EducationField,Other_EducationField,Medical_EducationField,Marketing_EducationField,Technical Degree_EducationField,Human Resources_EducationField,Sales Executive_JobRole,Research Scientist_JobRole,Laboratory Technician_JobRole,Manufacturing Director_JobRole,Healthcare Representative_JobRole,Manager_JobRole,Sales Representative_JobRole,Research Director_JobRole,Human Resources_JobRole,PercentSalaryHike,MonthlyRate,HourlyRate,Age,DailyRate,DistanceFromHome,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,0,1,2,3,4,5,6,7,8,MonthlyIncome
818,0,4,1,1,4,4,3,2,3,1,1,1,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,21981,67,31,793,20,0,3,2,2,2,2,2791,-1.7743380632153691,-0.9109930415671473,-0.2284041871236934,1.3169121730084616,-0.8845590691935553,0.9443290882960238,-0.728984821983917,-0.3612756073005299,0.47842116687026115,2791
819,0,2,0,1,2,2,1,1,1,1,1,1,0,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,19911,67,28,1451,2,0,6,5,3,0,4,3201,-1.3895482977838842,-0.941936305673975,0.49369491621266537,-0.5117092613094721,0.615521754630227,1.6527375746813653,1.0384193549560121,-0.5337537972127692,-0.31379610017061715,3201
820,0,3,1,4,4,3,4,2,2,1,2,2,0,3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,11,18500,54,35,1182,11,1,5,5,2,0,2,4968,-1.3632061335939214,-0.19301382266121211,-0.44842808438130877,-0.11540566064418889,-0.19105006218000828,1.4577941725536494,-0.7925443191062571,-0.6319666312538256,-0.06955089282199667,4968
821,0,3,1,2,2,2,4,1,4,1,1,4,0,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,17,11879,56,49,174,8,6,22,9,8,2,3,13120,1.9079600006622754,1.787462305187623,-0.733558922116275,0.4131521559049289,0.5277308065843309,-1.6027500313841032,-0.03079194190181585,0.13257539127796608,-0.35420793818175295,13120
822,0,3,0,4,3,3,4,2,2,1,0,2,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,15834,95,34,1003,2,2,5,3,2,0,2,4033,-1.623499324474062,0.10004491723842995,-0.11798473727410314,-0.9415739033466316,-1.5651537808142697,0.7159176698888826,0.742517875176628,-0.2657360752326777,-0.07637871118900343,4033
823,0,2,2,4,2,3,4,2,3,0,2,1,0,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,17940,61,29,490,10,0,8,7,5,1,1,3291,-1.0656854246766287,-1.1119264608511912,-0.7955496341620736,0.6116424781717572,-0.22565190603225863,0.009143215297620357,0.02771002457534807,-0.48885431829714315,-0.0006917126769613289,3291
824,0,3,0,1,4,1,2,1,3,1,0,2,0,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,19,9558,56,42,188,29,4,16,1,0,0,0,4272,-1.3090622077548981,1.2973318742022752,0.6801881009490494,2.032704344941485,0.4036507585917468,-2.0154817659524764,-1.56362854821698,-0.22480558345663726,0.16929615614600368,4272
825,1,2,1,3,4,2,2,1,1,1,1,2,0,3,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15,17689,79,29,718,8,1,10,10,7,1,2,5056,-0.28896833801168453,-0.9318495460510334,-0.03634546904057757,0.2463539601864928,-0.5673424862825114,0.24254134151208187,0.6551700661305038,-0.232428834025168,-0.29415486861679435,5056
826,0,2,1,4,3,4,3,1,3,1,1,1,0,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13,6004,37,38,433,1,1,7,7,6,5,0,2844,-0.4260875676787401,-0.9063238037755691,-1.4771797867130187,-1.104576790007123,0.7105588538036736,-0.9286410768202389,-0.5967619996839235,-0.040906919429521515,1.0824021027450983,2844
827,1,2,1,4,3,2,3,2,3,1,2,1,0,3,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,22088,39,28,773,6,1,3,3,1,0,2,2703,-2.1107843093735745,-0.6913634790893869,-1.3399548868069395,0.4062223919911681,0.7612825573662798,0.9144213333417002,-0.07183121932188578,-0.242564804594234,-0.0685858516854616,2703
828,0,0,0,4,3,3,3,0,1,1,0,1,1,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12,13556,80,18,247,8,1,0,0,0,0,0,1904,-3.1865251846983007,-1.1288440432463405,-0.9546924931272865,0.09013720860455691,-1.3097811191754276,-0.7259211691346154,0.15101923792466218,-0.0889349352191186,0.3022432406186034,1904
829,1,3,0,1,1,3,1,1,4,0,0,2,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,17,18385,77,33,603,9,0,6,5,2,0,3,8224,-1.0551452793617668,-0.40330095128997634,-0.01654768231760319,0.7107200217552802,-0.21766606012074874,-0.14800921302393008,0.8088527685556882,-1.0940133022981127,-0.07510098228404344,8224
830,1,4,1,1,4,3,2,1,4,1,1,1,0,3,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,9051,46,41,167,12,3,6,1,0,0,0,4766,-1.818371198369707,0.7118711531476929,-1.5078322851274273,0.090282200888688,-0.2655726863834027,-1.2851830807144355,-1.4305021407633236,-0.3674185870216604,0.22256426829195528,4766
831,0,5,1,3,3,3,3,2,3,1,1,1,1,3,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12,6233,72,31,874,15,1,2,2,2,2,2,2610,-1.8388092226782797,-0.8722618244970229,0.4258450222895466,-0.5483800647811305,-0.8485958347254454,-0.2541880712351393,-1.1149332013921998,-0.16799044951712064,0.5383681538080263,2610
832,0,2,2,3,4,2,3,1,2,0,2,2,0,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13,17171,52,37,367,25,7,9,6,2,1,3,5731,-0.6540591924181458,1.0203969676343285,-0.49596808228587197,1.6259851237083112,-0.3589029959300718,-0.5133121643003129,-1.7151183221103834,1.2573880263262145,-0.30299172806941854,5731
833,0,0,1,3,3,2,4,1,3,1,1,1,0,3,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,7950,55,27,199,6,1,4,4,2,2,2,2539,-1.703577980095076,-1.1844354069341356,-1.2472965518696564,-0.39553114509277015,-0.17589412364498053,-1.2718181101069697,-0.42115870732316507,-0.08133052526070919,0.39702678184464185,2539
834,0,3,0,1,3,3,2,1,1,0,1,2,0,4,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,5829,70,34,1400,9,1,6,6,5,1,3,5714,-0.7250811298113394,-0.6367955307688766,1.883482537852366,-0.921696445013511,0.946786752865612,0.0658386032569591,0.1622057111957684,-0.48716126295268797,0.010821004904972824,5714
835,0,2,0,2,3,3,3,1,4,1,0,1,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17,7108,100,35,528,8,1,6,5,4,1,4,4323,-0.862953186300691,-0.6953371450285887,0.9095834862860913,-0.34572582527694484,-1.0248454623168264,-1.340620567436589,0.8481499700308833,-0.35716987874848666,-0.12510143230491919,4323
836,0,3,1,1,1,2,4,1,1,0,1,3,1,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,11162,45,29,408,23,1,11,11,8,3,10,7336,1.2399271778937828,-1.9795064795240354,-0.342532622433275,0.942163428532037,-0.08033691064482727,-0.5496151294885917,-1.765602591099498,0.1795632833386059,-0.7516558727873127,7336
837,0,3,0,3,3,3,2,2,4,0,0,3,0,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17,13782,88,40,593,9,9,20,18,7,2,13,13499,3.1936671545706354,1.0615627628561084,0.5424904057377036,0.040151604486856354,-0.5517542892764774,-0.8364242667973754,0.6718453194664102,1.6784639950655358,-1.6572845339118245,13499
838,1,2,0,2,1,3,3,2,3,1,0,4,1,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,2447,44,42,481,12,0,22,21,9,13,14,13758,5.035915584740146,-2.080565374693282,-0.6507204481631065,-0.7273401871225078,0.06136246933085166,-1.059866789875458,-1.4665230185022142,-0.13183909519990317,1.3734118851731223,13758
839,0,3,0,4,1,3,2,1,4,1,0,2,0,3,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13,2253,45,42,647,4,7,9,6,4,1,5,5155,-0.12743261864601657,0.8969503385274267,-0.6543801419211297,-1.5572281058221795,0.5235015796048218,-1.1552569319823174,-1.0907824082601016,1.2041407645236548,-0.5821539508078403,5155
840,0,2,1,2,3,2,4,1,4,1,1,1,0,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12,16340,58,35,982,1,6,10,8,0,1,7,2258,-0.6020987414700467,0.5405356619122949,-0.8723394645034256,-0.9649041057909873,-0.04176823011588746,0.6783999607688769,0.03202615366756053,1.205457671966177,-0.6184823156205032,2258
841,0,2,0,4,2,3,4,1,3,1,0,1,0,4,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22,6409,49,24,477,24,8,6,4,3,1,2,3597,-1.5494682560964763,0.25766721775812784,1.203796482457976,1.1276758780158262,1.38759430848637,-1.8036060038867534,-1.1802258831477586,2.0361869122505816,-0.19959165860164982,3597
842,1,4,0,4,4,3,3,1,1,0,1,1,1,3,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,22955,79,28,1485,12,1,1,1,1,0,0,2515,-2.6114816343643725,-0.30763574473125976,0.32751313838924373,0.03850931053616273,-1.0308128929511085,2.3031095065507277,-0.11730714464405857,-0.3147838990499735,0.28713662330126394,2515
843,0,2,1,2,4,4,1,1,4,1,1,1,0,4,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22,13421,82,26,1384,3,1,8,8,7,0,7,4420,-0.29269749660822525,-1.3890971459681747,1.815385896410049,-0.6438079435962201,0.902738003101951,0.568051202009104,1.6330255531928746,0.004147382675874033,-0.968492607891024,4420
844,0,3,1,1,3,2,3,1,3,1,1,2,0,3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,18,2706,72,30,852,10,1,10,10,3,1,4,6578,-0.36957536824507153,-0.8364252481333764,1.0995942942823123,-0.7802395816445071,0.27888940021647196,-1.0461514544681827,-0.1617615133302258,-0.6378786855594121,-0.07026918241874525,6578
845,1,3,1,4,4,2,3,2,2,0,1,2,0,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13,21203,92,40,902,26,3,16,1,1,0,0,4422,-1.2699558496884418,1.32048408330079,0.941381394445769,1.6776729667174162,-1.6336801533008114,0.623745760738192,-0.7414337805680946,-0.4286422311230478,0.1426948997782079,4422
846,0,2,1,2,2,2,3,1,3,1,2,3,0,3,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,19588,44,35,819,2,2,15,7,7,6,4,10274,1.1099489133673177,-0.26920226044939266,-0.7266943133246228,0.1522087651732091,1.4150606425245582,0.4670821966460837,0.7267058502136129,-0.015921143743119755,0.8655484520311361,10274
847,0,3,0,3,1,2,4,2,3,1,0,2,0,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,20,25755,97,34,669,1,0,14,13,9,4,9,5343,1.5667516876654628,-1.563179845148755,0.32164736464650245,0.8093388628300737,-0.3255103621153985,0.39002875849081003,2.79278262437977,0.021286855957730482,-0.47912057564524674,5343
848,0,2,1,2,4,2,4,2,4,1,1,1,0,3,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13,26537,47,35,636,4,1,2,2,2,2,2,2376,-1.7234509791159354,-0.48922380669214743,-1.7594517042189954,0.7077950002712886,0.26431299878816605,1.050403192956702,0.43151778433977345,-0.05540460079736961,0.3631684160899061,2376
849,0,2,0,2,3,1,1,1,3,0,0,2,1,3,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13,9489,85,43,1372,9,8,7,4,3,1,3,5346,-0.6765831778493977,1.7398166912350166,1.0839135958929813,-1.2408578010914493,-0.7590802341054786,0.49877715225337843,-0.3813250118591195,1.3984644508317838,-0.216914998927075,5346
850,0,3,3,3,1,3,3,0,1,0,2,1,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,14947,76,32,862,2,1,1,1,0,0,0,2827,-2.572009833475737,-0.17478729984378122,-0.5908939856804031,-0.7597310203956746,-0.7683489757966313,0.42027870951810187,0.41892991642279825,-0.5332139253805298,0.35909639274547256,2827
851,0,2,1,4,1,3,4,1,4,0,2,5,0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13,18575,92,56,718,4,4,28,5,2,4,2,19943,2.094818353181588,3.2682109573856772,-0.42499842991045905,0.006870617284342916,-1.165906316566401,-0.020233286443488804,0.7933303417967715,-1.5560426058129946,1.0482045288364679,19943
852,0,5,1,1,4,3,2,1,1,0,1,1,0,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13,26342,54,29,1401,6,1,10,10,8,0,8,3131,0.22543246203937273,-1.3877069091688496,-0.35784516875561023,0.028393780820117273,0.2801129946101644,2.512696800463284,0.3282868374588477,0.19244185125292698,-1.3778307496668751,3131
853,0,4,0,3,1,3,3,1,2,1,0,1,0,4,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,7172,54,19,645,9,1,1,1,1,0,0,2552,-2.919618841310307,-1.2136629191825448,1.0729761294414337,0.26775939446095265,2.032298001161242,-1.4450446386706726,0.6475097082126926,-0.1608344041152779,0.34688840806207655,2552
854,1,2,1,3,3,3,1,1,3,0,1,1,0,3,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,19,20100,83,45,1457,7,4,7,3,2,0,2,4477,-1.151753786824112,1.2942008260309235,1.373458453910042,0.024821813547710042,0.332126177175555,1.1413491473901534,1.1062741431524636,0.0841618739356141,-0.11619282814511665,4477
855,0,2,1,2,4,2,4,1,3,0,1,2,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,9961,56,37,977,1,1,14,14,8,3,11,6474,1.8763131614921233,-1.4212842401214099,-0.4120965328935712,-1.3763763776048266,0.20840669144952478,0.32457652182788443,-0.0034274349500752997,-0.057661360881562554,-0.8792351397281234,6474
856,0,2,0,1,3,2,1,1,3,1,0,1,0,3,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,12828,87,20,805,3,1,2,2,2,1,2,3033,-2.2637784114830306,-1.1740004841933056,-0.26712383438754067,-0.8916327185390429,-1.2238230255538025,0.22618463500802305,0.5597251598247756,-0.02859468805468662,0.23341966475864004,3033
857,1,4,0,3,3,3,3,1,4,1,0,1,1,3,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,10826,96,44,1097,10,1,6,6,4,0,2,2936,-0.9246663823236644,0.023702525476110212,0.7229409783425615,-0.8080813202998205,-1.7038850455675123,0.4100480808992614,-0.12010456788514402,-0.6482992982184255,-0.20000383554969264,2936
858,0,6,1,2,3,3,4,1,2,0,2,5,0,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18,18640,50,53,1223,7,3,26,7,7,4,7,18606,3.003536291924882,1.795172044555205,0.2471899854984331,0.13789544069916493,1.3501998309938743,0.8491798214342738,0.20874073229050003,-1.1216928976143021,0.14015599491513098,18606
859,1,2,1,1,4,1,2,1,1,0,1,1,0,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,26933,69,29,942,15,0,6,5,4,1,3,2168,-1.319430809031422,-1.0956094157125353,0.3816228342958623,1.6537596433158976,0.19459035920879417,1.1936496323208958,0.7093597959753505,-0.23591224307693606,-0.11491419909094355,2168
860,1,5,1,2,4,2,3,2,4,1,1,1,1,3,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,4223,48,22,1256,3,0,1,0,0,0,0,2853,-2.9494216616009195,-1.0275530555871524,-0.32843991153961566,-2.0414716099264987,0.27419232288104095,0.571592799815127,-1.071493572848451,-0.7479097694059851,0.4958124088225106,2853
861,0,2,0,1,1,3,3,1,3,0,1,4,0,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,23,24097,69,46,1402,2,8,28,26,15,15,9,17048,6.4342780901317616,0.5881307826412319,1.112208636924849,0.22094587449395262,1.5862943489432484,1.2797606238689752,2.014383019339718,2.2970907419401847,1.6020832504780091,17048
862,0,3,0,4,3,1,4,0,3,1,0,1,0,3,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,4279,74,44,111,17,2,6,0,0,0,0,2290,-2.021721451771974,0.5081424641188209,-0.19654954399608743,0.26742080654199835,-1.0668528831482837,-2.099677351323854,-1.1351516995306115,-0.5705817665145257,0.3024669742236122,2290
863,0,2,1,4,3,3,2,1,3,1,1,1,0,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13,8429,99,33,147,2,1,5,5,4,1,4,3600,-1.0125286628074972,-0.9057979012545767,-0.5122537103961928,-0.6612893601060802,-1.718808893768641,-1.5569965780381285,0.9683428732663081,-0.22090484632980947,-0.2086642308620531,3600
864,0,2,1,1,1,2,1,0,2,1,2,1,1,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,20293,95,41,906,5,6,5,1,0,0,0,2107,-2.1058338111318147,1.6408723130081588,0.5079827957328521,0.18787525232548385,-0.6387002995177988,0.2143457296986713,1.3712892097489435,0.8526714257649964,0.09213151552397537,2107
865,0,3,3,3,1,3,3,1,4,1,2,2,0,3,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,13192,61,30,1329,29,8,8,4,3,0,3,4115,-1.2221253149180007,0.9259932838284483,2.165108169885922,1.0973622247047312,0.677397415716004,0.4100396184186139,-1.5255280597663115,1.7678468198080401,-0.5312099284907177,4115
866,0,2,3,4,2,3,2,2,4,1,1,2,0,3,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,25440,62,40,1184,2,5,5,0,0,0,0,4327,-2.017356383264299,1.5803506712242408,-0.9337496853086815,-0.17431250527622816,-0.11649132671571341,1.7563697049401672,0.43849114806160616,0.3936268345101273,0.1448552222152802,4327
867,0,3,1,3,1,3,4,2,3,0,1,4,0,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,22,9490,30,50,1421,2,2,32,2,2,2,2,17856,1.4909938986992028,2.6050404936086147,0.642411684790551,-0.8085533905213561,3.010907788231285,0.1741443602373208,-0.006782792043279369,-2.261348011769137,0.7242491004409745,17856
868,0,2,3,3,1,2,4,1,4,1,1,1,0,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12,12449,78,28,1179,19,1,6,6,5,3,3,3196,-0.8485022122207453,-1.2135967567934103,0.9213013011754722,-0.013689450825252164,-1.0584483825773152,0.8485067915009732,-0.9826989956865028,0.1033890356988858,0.3823366230708158,3196
869,0,2,1,1,2,3,4,1,2,1,1,5,0,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,10849,52,46,1450,15,5,25,4,2,0,3,19081,1.205918237466472,2.858805123180213,0.3182092257165307,-0.6932937573729714,0.08815500687401014,1.0366739854323819,-1.8641370117206515,-1.3037679061237608,-0.08355132766010005,19081
870,1,2,3,4,1,3,3,1,4,1,1,2,0,3,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,21026,94,35,1361,17,3,15,7,7,1,7,8966,0.7968291754891258,0.12659530094098131,1.4805282622226847,0.5928111139640204,-1.0010598778763002,1.4649295020523248,0.26133946626622984,0.057678368636785625,-0.790624953747418,8966
871,0,3,1,1,2,3,4,1,2,0,1,1,1,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,3372,97,24,984,17,1,1,1,0,0,0,2210,-2.875782323835483,-0.7736735458063438,1.4431997854349523,-0.698232431596185,-1.5783450230663716,-0.4851116212607577,-0.7730561191438403,-0.38773826360826746,0.45453677056785885,2210
872,0,3,1,1,3,3,2,2,3,0,1,2,0,3,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,4905,82,33,1146,25,1,10,10,7,0,1,4539,-0.4095821396086728,-0.7690200110395713,1.6465962910439953,-0.16626548787113266,-1.2793715321456793,0.08265090742561426,-1.791652341087739,-0.5320140475947198,-0.3326241535372385,4539
873,0,4,1,3,3,1,3,1,4,1,2,1,0,3,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,6865,60,36,917,6,1,7,7,7,1,7,2741,-0.0790562943976058,-1.2845854963938832,0.12476633897604086,-1.114216987119051,0.1305570922816112,-0.16712878680093687,-0.36094140686924947,0.0016727507758319844,-0.7759363984750555,2741
874,0,4,3,1,3,3,3,1,4,1,2,2,0,3,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,11309,49,30,853,7,1,10,10,7,8,9,3491,1.149420299435493,-2.1270216273086238,-0.5401763065220058,-0.6703535023283526,0.2557923205541997,0.3046957011753216,-0.49393985534089146,0.7975286966782488,0.7322327290954281,3491
875,0,3,0,2,4,3,4,1,4,1,0,2,0,4,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,25,7744,32,44,200,29,1,20,20,11,13,17,4541,4.732655789594528,-2.9251749779765963,1.2487246085307855,2.2369683957665405,2.1791906217131523,-2.167255937108342,-1.0560726910226086,1.3425907592686883,0.6667288047867598,4541
876,0,2,0,4,4,4,3,1,3,1,0,1,0,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,17,5050,43,20,654,21,1,2,2,1,2,2,2678,-2.276906577779933,-1.5528214985478435,0.4909459317575602,0.39065979712590393,0.8370995793039901,-0.9471888581393959,-1.6357055876677546,0.04923080799327493,0.5938643509384031,2678
877,0,3,1,3,4,3,4,1,4,1,2,2,0,3,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11,17433,60,46,150,2,2,12,6,3,1,4,7379,0.05758311525941476,0.5573311620709194,-2.051613184853922,0.05765351076567077,-0.6273877262056349,-0.6257353334191469,0.1982415607662018,-0.6495333464139147,-0.24586611975196804,7379
878,0,3,1,1,1,4,4,0,5,1,1,2,0,3,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16,12858,79,42,179,2,7,10,4,3,0,3,6272,-0.5879976334431952,1.5320088329304051,-0.7174832537519035,-0.1297392165832082,-0.4062016187135131,-1.5522282435198445,0.8801858736429635,0.9658542943707791,-0.5578183094529405,6272
879,1,3,1,2,4,4,2,1,4,1,2,2,0,3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,18,10893,52,60,696,7,0,12,11,7,1,9,5220,1.6004518657968714,-0.23371708596238464,0.11863714045671919,-0.06554206414684333,0.9879595408243037,-0.7091124982765253,0.12236589104578242,-0.9943107468698605,-1.0037190142614714,5220
880,0,2,1,3,2,2,3,2,3,0,1,1,0,4,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,20,7331,77,32,116,13,1,2,2,2,2,2,2743,-1.822529951767135,-0.9327770277161013,0.46710819154845895,0.7033091878224402,0.039741581559614374,-2.2062194869401273,0.3977815392051895,-0.1180030672772659,0.5058805972847584,2743
881,1,2,0,4,3,3,4,2,2,0,0,2,0,3,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,2338,38,32,1316,2,4,10,8,7,0,7,4998,0.13626483181001506,-0.5508162760391743,0.13388329297657478,-2.2402513720398196,1.2415506639134855,0.241986042069458,-0.997629434396552,0.5980629574488531,-1.1323184251050598,4998
882,1,2,1,3,1,1,3,1,3,0,2,3,0,4,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,21,4235,77,36,363,1,2,17,7,7,7,7,10252,1.6511696727562568,-0.623831974134729,0.4567880999948134,-0.6595920895050544,0.6092289052101303,-2.046884613603406,1.2523347619910512,0.042435489657270085,0.873162062602912,10252
883,0,5,1,2,4,3,1,1,3,1,1,1,0,3,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13,6311,60,33,117,9,0,15,14,10,4,10,2781,1.7428617924742753,-2.4245005329079787,-0.83406719707139,-0.29040883783717775,-0.4694823569274021,-1.4903078443390485,-0.46116254468679013,0.19465178810897346,-0.744440470562939,2781
884,0,2,1,2,2,2,2,1,3,0,2,2,0,3,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12,11591,84,40,107,10,7,7,5,1,1,3,6852,-0.782201827274803,1.34403907884164,-0.8117596081496162,0.13044766992820528,-1.4724086296728716,-1.5184687220322102,-0.172801017272957,1.0171060556726514,-0.14863812533479465,6852
885,0,4,0,2,4,3,3,1,4,1,0,2,0,3,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,20623,57,25,1356,10,0,5,4,3,1,1,4950,-1.666793480360112,-0.8904848729653662,0.0737039842666523,0.05574772765523762,0.27796605498008264,1.833337986639939,-0.1453587960258054,-0.6064828122523904,0.31303123232796853,4950
886,1,2,1,1,2,3,4,1,3,1,1,1,0,4,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,21,9369,63,30,1465,1,0,12,11,9,5,7,3579,0.9463569770089492,-1.9399433185884816,1.4450052777837554,-1.2429584553363726,1.5036114557106137,0.5999177291420142,1.0495229773165566,0.11500800604053742,0.17265487848381278,3579
887,1,6,0,3,1,3,1,2,5,0,1,3,0,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17,23281,60,42,458,26,3,20,1,0,0,0,13191,-0.4224391586037401,2.047456009676395,0.011570842111788585,2.650883928784613,0.06470115374590779,-0.21717802728934812,-0.8247087799892566,-1.270148154385411,0.3231853316677741,13191
888,1,6,1,2,4,2,3,0,2,0,1,3,0,3,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,11,13755,78,35,1212,8,4,16,13,2,4,12,10377,1.7488567410464304,-0.051014946944343546,0.18809802259426311,-0.9273931156484071,-0.9812347113389427,0.9338510033245762,-0.27223358607597087,0.37595641996611173,-0.3336951715308685,10377
889,1,3,2,4,1,3,1,1,3,1,1,1,0,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,14377,42,27,1103,14,1,9,9,7,6,8,2235,0.5132703102352969,-2.1381519544774914,0.00477422848549085,-0.021284056099656275,0.6322443598916502,0.963126318303392,-0.9851888361627922,0.7850539074342894,0.3204432811477417,2235
890,0,2,1,1,3,3,4,2,4,0,2,3,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,9659,53,54,966,1,7,33,5,4,1,4,10502,1.7235496278725995,3.149739365869718,-0.03530630837478535,-1.0156475313742652,1.1477178308373803,-0.4893654769544667,0.020427915084609987,-0.10029621676759036,-0.43505342791834056,10502
